"OTU"	"id_tissue"	"subject_type"	"SampleID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Abundance"	"n"
"FZ423313.1.1291"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anoxybacillus"	11	1
"FZ423313.1.1291"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anoxybacillus"	0	1
"FZ423313.1.1291"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anoxybacillus"	0	1
"FZ423313.1.1291"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anoxybacillus"	0	1
"FZ423313.1.1291"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anoxybacillus"	0	1
"GBVB01033249.2.1336"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Proteiniphilum"	0	1
"GBVB01033249.2.1336"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Proteiniphilum"	5	1
"GBVB01033249.2.1336"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Proteiniphilum"	0	1
"GBVB01033249.2.1336"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Proteiniphilum"	0	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	0	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	0	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	0	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	0	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	6	1
"GEUY01000010.1215.2718|JX105674.1.1384"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	0	1
"GQ079892.1.1367"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	0	1
"GQ079892.1.1367"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	2	1
"GQ079892.1.1367"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	13	1
"GQ079892.1.1367"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	6	1
"GQ079892.1.1367"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	24	1
"GQ079892.1.1367"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	0	1
"GQ079892.1.1367"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	0	1
"GQ079892.1.1367"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	0	1
"GQ079892.1.1367"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	0	1
"GQ133947.1.1361"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	0	1
"GQ133947.1.1361"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	10	1
"GQ133947.1.1361"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	30	1
"GQ133947.1.1361"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	0	1
"GQ133947.1.1361"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	0	1
"GQ133947.1.1361"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	8	1
"GQ133947.1.1361"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	12	1
"GQ133947.1.1361"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	2	1
"GQ133947.1.1361"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"	0	1
"GQ327662.1.1349"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_AC2044_group"	0	1
"GQ360076.1.1448"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_1"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_3g"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-1-e"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	2	1
"GQ360076.1.1448"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	2	1
"GQ360076.1.1448"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	0	1
"GQ360076.1.1448"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"	7	1
"GQ492724.1.1232"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	0	1
"GQ492724.1.1232"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	63	1
"GQ492724.1.1232"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	160	1
"GQ492724.1.1232"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	31	1
"GQ492724.1.1232"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	0	1
"GQ492724.1.1232"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	24	1
"GQ492724.1.1232"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	36	1
"GQ492724.1.1232"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	6	1
"GQ492724.1.1232"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	0	1
"GQ493408.1.1209"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	250	1
"GQ493408.1.1209"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_3g"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	212	1
"GQ493408.1.1209"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-1-e"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	126	1
"GQ493408.1.1209"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	91	1
"GQ493408.1.1209"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	134	1
"GQ493408.1.1209"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	12	1
"GQ493408.1.1209"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	583	1
"GQ493408.1.1209"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	749	1
"GQ493408.1.1209"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	279	1
"GQ493408.1.1209"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	6	1
"GQ493408.1.1209"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	308	1
"GQ493408.1.1209"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	294	1
"GQ493408.1.1209"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	137	1
"GQ493408.1.1209"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus]_torques_group"	0	1
"GQ897326.1.1487"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	199	1
"GQ897326.1.1487"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_3g"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	0	1
"GQ897326.1.1487"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-1-e"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	102	1
"GQ897326.1.1487"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	7	1
"GQ897326.1.1487"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	6	1
"GQ897326.1.1487"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	18	1
"GQ897326.1.1487"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	166	1
"GQ897326.1.1487"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	0	1
"GQ897326.1.1487"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	11	1
"GQ897326.1.1487"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	0	1
"GQ897326.1.1487"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	70	1
"GQ897326.1.1487"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	50	1
"GQ897326.1.1487"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	7	1
"GQ897326.1.1487"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_UCG-008"	120	1
"GQ901885.1.1220"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Yonghaparkia"	0	1
"GU118656.1.1398"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacteraceae"	0	1
"GU118656.1.1398"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacteraceae"	0	1
"GU118656.1.1398"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacteraceae"	0	1
"GU118656.1.1398"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacteraceae"	5	1
"GU216216.1.1249"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Chromobacterium"	0	1
"GU216216.1.1249"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Chromobacterium"	4	1
"GU216216.1.1249"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-b"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Chromobacterium"	0	1
"GU216216.1.1249"	"Normal-colon"	"CCR89"	"CCR-89-1-FFPE-Normal-c"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Chromobacterium"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_1"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Adenoma"	"CCR89"	"CCR_FFPE_89_1_adenoma_3g"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-1-e"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	119	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	12	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Adenoma"	"CCR89"	"CCR-FFPE-89-1-adenoma-3-c"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	11	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	3	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	17	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	0	1
"GU356334.1.1414|GU356340.1.1414|GU356358.1.1376|HM778723.1.1251|KR088419.1.1393|KR817808.1.1419|KT026457.1.1220"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	98	1
"GU374039.1.1516"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	0	1
"GU374039.1.1516"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	0	1
"GU374039.1.1516"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	0	1
"GU374039.1.1516"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	0	1
"GU374039.1.1516"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	0	1
"GU374039.1.1516"	"Tumor"	"CCR89"	"CCR-FFPE-89-1-tumor-2-f"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"P5D1-392"	"P5D1-392"	5	1
"GU553025.1.1449"	"Control"	"control"	"Control_neg_Extraccion1"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Candidatus_Profftella"	0	1
"GU553025.1.1449"	"Tumor"	"CCR89"	"CCR_FFPE_89_1_tumor_2"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Candidatus_Profftella"	0	1
"GU553025.1.1449"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Candidatus_Profftella"	0	1
"GU553025.1.1449"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-a"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Candidatus_Profftella"	3	1
"GU553025.1.1449"	"Tumor"	"CCR89"	"CCR-89-1-FFPE-Tumor-c"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Candidatus_Profftella"	0	1
